Código,Cliente,Fecha,Concepto,Método de pago,Cantidad,Banco,Número de cheque,Observaciones
20250306161636,2112 - Clinica Dental Tijuana,2025-03-06,Factura 00076,Transferencia Bancaria,91.8,"","",""
20250306141005,3297 - Horizon Dental Group,2025-03-06,"",Efectivo,200.0,"","",""
20250304113456,6152 - Maxilo Dental,2025-03-04,Factura 00095,Efectivo,85.0,"","",""
20250304113359,4482 - Dental Bellas Artes,2025-03-04,Factura 00091,Efectivo,85.0,"","",""
20250304113306,2565 - MEDICA,2025-03-04,Factura 00075,Efectivo,105.0,"","",""
20250304113153,2112 - Clinica Dental Tijuana,2025-03-04,Factura 00097,Transferencia Bancaria,91.8,"","",""
20250304113106,2112 - Clinica Dental Tijuana,2025-03-04,Factura 00093,Transferencia Bancaria,91.8,"","",""
20250226164335,3297 - Horizon Dental Group,2025-02-26,"",Efectivo,300.0,"","",""
20250225120146,4782 - Dentofacial Group,2025-02-25,"",Efectivo,200.0,"","",""
20250221154457,2112 - Clinica Dental Tijuana,2025-02-21,Factura 00087,Transferencia Bancaria,630.0,"","",""
20250221154440,6152 - Maxilo Dental,2025-02-21,Factura 00088,Efectivo,75.0,"","",""
20250221154431,6152 - Maxilo Dental,2025-02-21,Factura 00089,Efectivo,75.0,"","",""
20250221154418,6152 - Maxilo Dental,2025-02-21,Factura 00090,Efectivo,200.0,"","",""
20250220144422,1882 - Superdental,2025-02-20,Factura 00084,Efectivo,10.0,"","",""
20250220144403,1882 - Superdental,2025-02-20,Factura 00083,Efectivo,80.0,"","",""
20250220144354,1882 - Superdental,2025-02-20,Factura 00080,Efectivo,400.0,"","",""
20250218192755,6152 - Maxilo Dental,2025-02-18,Factura 00073,Transferencia Bancaria,75.0,"","",""
20250218192738,6152 - Maxilo Dental,2025-02-18,Factura 00079,Transferencia Bancaria,91.8,"","",""
20250218192646,6152 - Maxilo Dental,2025-02-18,Factura 00078,Transferencia Bancaria,712.8,"","",""
20250218184404,2543 - Real Dental Tijuana,2025-02-18,Factura 00071,Transferencia Bancaria,450.0,"","",""
20250218184342,2543 - Real Dental Tijuana,2025-02-18,Factura 00074,Efectivo,75.0,"","",""
20250215144701,2112 - Clinica Dental Tijuana,2025-02-15,Factura 00069,Efectivo,129.6,"","",""
20250215125417,3297 - Horizon Dental Group,2025-02-15,Factura 00058,Efectivo,160.0,"","",""
20250215125402,3297 - Horizon Dental Group,2025-02-15,Factura 00060,Efectivo,40.0,"","",""
20250214190013,6153 - Clinica Dental Paleo,2025-02-14,Factura 00049,Efectivo,160.0,"","",""
20250214185854,2112 - Clinica Dental Tijuana,2025-02-14,Factura 00057,Transferencia Bancaria,91.8,"","",""
20250214185333,2112 - Clinica Dental Tijuana,2025-02-14,Factura 00068,Transferencia Bancaria,91.8,"","",""
20250214185316,2112 - Clinica Dental Tijuana,2025-02-14,Factura 00067,Transferencia Bancaria,275.4,"","",""
20250214185201,2112 - Clinica Dental Tijuana,2025-02-14,Factura 00063,Transferencia Bancaria,91.8,"","",""
20250214184801,2565 - MEDICA,2025-02-14,Factura 00053,Efectivo,85.0,"","",""
20250214184743,2565 - MEDICA,2025-02-14,Factura 00054,Efectivo,85.0,"","",""
20250214184727,2565 - MEDICA,2025-02-14,Factura 00055,Efectivo,85.0,"","",""
20250211192506,6152 - Maxilo Dental,2025-02-11,Factura 00056,Efectivo,10.0,"","",""
20250211180339,3297 - Horizon Dental Group,2025-02-11,Factura 00064,Efectivo,300.0,"","",""
20250208155424,2112 - Clinica Dental Tijuana,2025-02-08,Factura 00057,Transferencia Bancaria,91.8,"","",""
20250208130340,3297 - Horizon Dental Group,2025-02-08,Factura 00065,Efectivo,100.0,"","",""
20250207210630,6152 - Maxilo Dental,2025-02-07,Factura 00052,Efectivo,85.0,"","",""
20250206160210,1882 - Superdental,2025-02-06,Factura 00045,Transferencia Bancaria,80.0,"","",""
20250206160149,2543 - Real Dental Tijuana,2025-02-06,Factura 00044,Efectivo,150.0,"","",""
20250131202328,2565 - MEDICA,2025-01-31,Factura 00038,Efectivo,340.0,"","",""
20250131174227,2112 - Clinica Dental Tijuana,2025-01-31,Factura 00042,Transferencia Bancaria,91.8,"","",""
20250131174108,2112 - Clinica Dental Tijuana,2025-01-31,Factura 00046,Transferencia Bancaria,367.2,"","",""
20250131173407,2112 - Clinica Dental Tijuana,2025-01-31,Factura 00043,Transferencia Bancaria,1377.0,"","",""
20250131144141,6153 - Clinica Dental Paleo,2025-01-31,Factura 00048,Efectivo,80.0,"","",""
20250131144130,6153 - Clinica Dental Paleo,2025-01-31,Factura 00047,Efectivo,80.0,"","",""
20250131114603,1882 - Superdental,2025-01-31,Factura 00027,Transferencia Bancaria,85.0,"","",""
20250130162622,4505 - Clinica Dental Integral,2025-01-30,Factura 00041,Efectivo,80.0,"","",""
20250130162613,4505 - Clinica Dental Integral,2025-01-30,Factura 00039,Efectivo,50.0,"","",""
20250130162604,4505 - Clinica Dental Integral,2025-01-30,Factura 00032,Efectivo,240.0,"","",""
20250130162554,4505 - Clinica Dental Integral,2025-01-30,Factura 00026,Efectivo,490.0,"","",""
20250128114624,2112 - Clinica Dental Tijuana,2025-01-28,Factura 00030,Cheque,91.8,BBVA,"",""
20250128114535,2112 - Clinica Dental Tijuana,2025-01-28,Factura 00025,Cheque,91.8,BBVA,"",""
20250124113032,6152 - Maxilo Dental,2025-01-24,Factura 00033,Transferencia Bancaria,178.2,"","",""
20250124113013,6152 - Maxilo Dental,2025-01-24,Factura 00034,Transferencia Bancaria,583.2,"","",""
20250124112839,6152 - Maxilo Dental,2025-01-24,Factura 00035,Transferencia Bancaria,102.6,"","",""
20250124112644,2543 - Real Dental Tijuana,2025-01-24,Factura 00028,Efectivo,75.0,"","",""
20250124112508,2543 - Real Dental Tijuana,2025-01-24,Factura 00036,Efectivo,225.0,"","",""
20250123175955,4505 - Clinica Dental Integral,2025-01-23,Factura 00024,Efectivo,80.0,"","",""
20250123175940,4505 - Clinica Dental Integral,2025-01-23,Factura 00019,Efectivo,80.0,"","",""
20250122144130,6152 - Maxilo Dental,2025-01-22,Factura 00031,Transferencia Bancaria,1080.0,"","",""
20250122144008,3297 - Horizon Dental Group,2025-01-22,Factura 00029,Efectivo,200.0,"","",""
20250208125848,2112 - Clinica Dental Tijuana,2025-01-17,Factura 00023,Cheque,275.4,BBVA,72410213,""
20250208125803,2112 - Clinica Dental Tijuana,2025-01-17,Factura 00022,Cheque,91.8,BBVA,72410213,""
20250116153356,1979 - Dr. Sergio Duarte,2025-01-16,Factura 00018,Efectivo,85.0,"","",""
20250116153332,1882 - Superdental,2025-01-16,Factura 00020,Efectivo,75.0,"","",""
20250116153245,1979 - Dr. Sergio Duarte,2025-01-16,Factura 00015,Efectivo,40.0,"","",""
20250116153234,1979 - Dr. Sergio Duarte,2025-01-16,Factura 00016,Efectivo,40.0,"","",""
20250116153219,1882 - Superdental,2025-01-16,Factura 00017,Efectivo,75.0,"","",""
20250116153132,2112 - Clinica Dental Tijuana,2025-01-16,Factura 00007,Cheque,91.8,BBVA,26402332,""
20250116153105,2112 - Clinica Dental Tijuana,2025-01-16,Factura 00010,Cheque,275.4,BBVA,26402332,""
20250116153036,2112 - Clinica Dental Tijuana,2025-01-16,Factura 00009,Cheque,275.4,BBVA,26402332,""
20250116152946,2112 - Clinica Dental Tijuana,2025-01-16,Factura 00008,Cheque,194.4,BBVA,26402332,""
20250115180228,3297 - Horizon Dental Group,2025-01-15,Factura 00021,Efectivo,85.0,"","",""
20250113135915,6152 - Maxilo Dental,2025-01-13,Factura 00005,Efectivo,175.0,"","",""
20250113135410,2543 - Real Dental Tijuana,2025-01-13,Factura 00011,Efectivo,80.0,"","",""
20250113135352,3297 - Horizon Dental Group,2025-01-13,Factura 00001,Efectivo,85.0,"","",""
20250113125928,4782 - Dentofacial Group,2025-01-13,Factura 00014,Efectivo,50.0,"","",""
20250111131650,2565 - MEDICA,2025-01-11,Factura 00013,Efectivo,85.0,"","",""
20250111131238,2565 - MEDICA,2025-01-11,Factura 00012,Efectivo,90.0,"","",""
20250110181222,6152 - Maxilo Dental,2025-01-10,Factura 00004,Transferencia Bancaria,453.6,"","",""
20250106091641,2543 - Real Dental Tijuana,2025-01-06,Factura 00003,Efectivo,60.0,"","",""
20250106091627,2543 - Real Dental Tijuana,2025-01-06,Factura 00002,Efectivo,75.0,"","",""
20250104153605,3297 - Horizon Dental Group,2025-01-04,Factura 00001,Efectivo,170.0,"","",""
