Número factura,Cliente,Código,Fecha,Vencimiento,Nombre,RFC,Calle,Colonia,Localidad,Estado,CP,País,Centro,Importe,Retención,Descuento,Base imponible,Importe IVA,Importe retención,Total,Cobrado,Forma de pago
087958211825-153940,Clinica Dental Tijuana,2112,24/10/2025,31/10/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
087958211825-153939,Clinica Dental Paleo,6153,24/10/2025,31/10/2025,Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,40.0,0.0,0.0,40.0,0.0,-0.0,40.0,40.0,
087958211825-153938,Clinica Dental Integral,4505,23/10/2025,31/10/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,150.0,0.0,0.0,150.0,0.0,-0.0,150.0,150.0,
087958211825-153937,Clinica Dental Integral,4505,23/10/2025,31/10/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,525.0,0.0,0.0,525.0,0.0,-0.0,525.0,525.0,
087958211825-153936,Hola Dental,1931,23/10/2025,31/10/2025,Hola Dental,-,Blvd. Cucapah 21808-interior A,Lomas del Matamoros,Tijuana,Baja California,22206,México,-,340.0,0.0,0.0,340.0,0.0,-0.0,340.0,340.0,
087958211825-153935,Dental Angel Smile,7399,23/10/2025,31/10/2025,Dental Angel Smile,-,Av Constitución 1284,Zona Centro,Tijuana,Baja California,22000,México,-,510.0,0.0,0.0,510.0,0.0,-0.0,510.0,510.0,
087958211825-153934,Dr. Sergio Duarte,1979,21/10/2025,"",Dr. Sergio Duarte,-,Pastor Ramos 350,Empleados Federales,Tijuana,Baja California,22010,México,-,20.0,0.0,0.0,20.0,0.0,-0.0,20.0,0.0,
087958211825-153933,Real Dental Tijuana,2543,20/10/2025,31/10/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,150.0,0.0,0.0,150.0,0.0,-0.0,150.0,150.0,
087958211825-153932,Horizon Dental Group,3297,18/10/2025,24/10/2025,Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
087958211825-153931,Horizon Dental Group,3297,18/10/2025,24/10/2025,Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,170.0,0.0,0.0,170.0,0.0,-0.0,170.0,170.0,
087958211825-153930,Dr. Bojorquez,2795,17/10/2025,24/10/2025,Dr. Luis Bojorquez,-,Fray Servando Teresa de Mier 23,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,450.0,0.0,0.0,450.0,0.0,-0.0,450.0,450.0,
087958211825-153929,Superdental,1882,17/10/2025,24/10/2025,Superdental,-,Blvd. Agua Caliente 11988-Local 1,Agua Caliente,Tijuana,Baja California,22420,México,-,50.0,0.0,0.0,50.0,0.0,-0.0,50.0,50.0,
087958211825-153928,Clinica Dental Integral,4505,16/10/2025,24/10/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,330.0,0.0,0.0,330.0,6.0,-0.0,336.0,336.0,
087958211825-153927,Clinica Dental Paleo,6153,14/10/2025,24/10/2025,Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,80.0,0.0,0.0,80.0,0.0,-0.0,80.0,80.0,
087958211825-153926,Clinica Dental Tijuana,2112,14/10/2025,24/10/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
087958211825-153925,Horizon Dental Group,3297,14/10/2025,24/10/2025,Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,170.0,0.0,0.0,170.0,0.0,-0.0,170.0,170.0,
087958211825-153924,Real Dental Tijuana,2543,11/10/2025,17/10/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
087958211825-153923,Clinica Dental Tijuana,2112,11/10/2025,17/10/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
087958211825-153922,Clinica Dental Tijuana,2112,10/10/2025,17/10/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,150.0,0.0,0.0,150.0,12.0,-0.0,162.0,162.0,
087958211825-153921,Dr. Sergio Duarte,1979,10/10/2025,"",Dr. Sergio Duarte,-,Pastor Ramos 350,Empleados Federales,Tijuana,Baja California,22010,México,-,20.0,0.0,0.0,20.0,0.0,-0.0,20.0,0.0,
087958211825-153920,Zenzao Smile Studio,800,10/10/2025,17/10/2025,Zenzao Smile Studio,-,Blvd. Alberto Limón Padilla #19058,Nueva Tijuana,Tijuana,Baja California,22444,México,-,225.0,0.0,0.0,225.0,0.0,-0.0,225.0,225.0,
087958211825-153919,Clinica Dental Tijuana,2112,09/10/2025,17/10/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
087958211825-153918,Clinica Dental Integral,4505,09/10/2025,17/10/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,225.0,0.0,5.33,213.0,0.0,-0.0,213.0,213.0,
087958211825-153917,Maxilo Dental,6152,07/10/2025,17/10/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
087958211825-153916,Clinica Dental Integral,4505,07/10/2025,17/10/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,80.0,0.0,0.0,80.0,6.4,-0.0,86.4,86.4,
087958211825-153915,Dr. Bojorquez,2795,07/10/2025,"",Dr. Luis Bojorquez,-,Fray Servando Teresa de Mier 23,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
087958211825-153914,Dr. Bojorquez,2795,07/10/2025,17/10/2025,Dr. Luis Bojorquez,-,Fray Servando Teresa de Mier 23,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,90.0,0.0,0.0,90.0,0.0,-0.0,90.0,90.0,
087958211825-153913,Dr. Bojorquez,2795,07/10/2025,17/10/2025,Dr. Luis Bojorquez,-,Fray Servando Teresa de Mier 23,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,45.0,0.0,0.0,45.0,0.0,-0.0,45.0,45.0,
087958211825-153912,Clinica Dental Integral,4505,07/10/2025,"",Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,25.0,0.0,0.0,25.0,0.0,-0.0,25.0,25.0,
087958211825-153911,Dental Studio,6901,04/10/2025,10/10/2025,Dental Studio,-,Calle Emiliano Zapata 7974-3,Zona Centro,Tijuana,Baja California,22000,México,-,150.0,0.0,0.0,150.0,12.0,-0.0,162.0,162.0,
087958211825-153910,Clinica Dental Integral,4505,03/10/2025,10/10/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,150.0,0.0,0.0,150.0,12.0,-0.0,162.0,162.0,
087958211825-153909,Clinica Dental Integral,4505,03/10/2025,10/10/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
087958211825-153908,Maxilo Dental,6152,03/10/2025,10/10/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,160.0,0.0,0.0,160.0,0.0,-0.0,160.0,160.0,
087958211825-153907,Maxilo Dental,6152,03/10/2025,10/10/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
087958211825-153906,Maxilo Dental,6152,03/10/2025,10/10/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
087958211825-153905,Clinica Dental Tijuana,2112,02/10/2025,10/10/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,150.0,0.0,0.0,150.0,12.0,-0.0,162.0,162.0,
087958211825-153904,Dr. Bojorquez,2795,02/10/2025,10/10/2025,Dr. Luis Bojorquez,-,Fray Servando Teresa de Mier 23,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
087958211825-153903,Superdental,1882,02/10/2025,10/10/2025,Superdental,-,Blvd. Agua Caliente 11988-Local 1,Agua Caliente,Tijuana,Baja California,22420,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
087958211825-153902,Clinica Dental Integral,4505,02/10/2025,10/10/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
087958211825-153901,Maxilo Dental,6152,01/10/2025,"",Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,1000.0,0.0,0.0,1000.0,0.0,-0.0,1000.0,1000.0,
087958211825-153900,Hola Dental,1931,01/10/2025,10/10/2025,Hola Dental,-,Blvd. Cucapah 21808-interior A,Lomas del Matamoros,Tijuana,Baja California,22206,México,-,180.0,0.0,5.56,170.0,0.0,-0.0,170.0,170.0,
087958211825-153899,Hola Dental,1931,01/10/2025,10/10/2025,Hola Dental,-,Blvd. Cucapah 21808-interior A,Lomas del Matamoros,Tijuana,Baja California,22206,México,-,90.0,0.0,0.0,90.0,0.0,-0.0,90.0,90.0,
087958211825-153898,Clinica Dental Integral,4505,30/09/2025,10/10/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
087958211825-153897,Clinica Dental Integral,4505,29/09/2025,10/10/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,160.0,0.0,0.0,160.0,0.0,-0.0,160.0,160.0,
087958211825-153896,Dr. Bojorquez,2795,27/09/2025,03/10/2025,Dr. Luis Bojorquez,-,Fray Servando Teresa de Mier 23,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
087958211825-153895,Dental Angel Smile,7399,27/09/2025,03/10/2025,Dental Angel Smile,-,Av Constitución 1284,Zona Centro,Tijuana,Baja California,22000,México,-,595.0,0.0,0.0,595.0,0.0,-0.0,595.0,595.0,
087958211825-153894,Maxilo Dental,6152,27/09/2025,03/10/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,320.0,0.0,0.0,320.0,25.6,-0.0,345.6,345.6,
087958211825-153893,Real Dental Tijuana,2543,26/09/2025,"",Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,90.0,0.0,0.0,90.0,0.0,-0.0,90.0,90.0,
087958211825-153892,Clinica Dental Tijuana,2112,26/09/2025,03/10/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,340.0,0.0,0.0,340.0,27.2,-0.0,367.2,367.2,
087958211825-153891,Clinica Dental Integral,4505,25/09/2025,03/10/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,150.0,0.0,0.0,150.0,0.0,-0.0,150.0,150.0,
087958211825-153890,Clinica Dental Tijuana,2112,25/09/2025,03/10/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
087958211825-153889,Real Dental Tijuana,2543,25/09/2025,03/10/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,600.0,0.0,0.0,600.0,0.0,-0.0,600.0,600.0,
087958211825-153888,Dental Studio,6901,24/09/2025,03/10/2025,Dental Studio,-,Calle Emiliano Zapata 7974-3,Zona Centro,Tijuana,Baja California,22000,México,-,180.0,0.0,0.0,180.0,0.0,-0.0,180.0,180.0,
087958211825-153887,Real Dental Tijuana,2543,24/09/2025,03/10/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
087958211825-153886,Hola Dental,1931,24/09/2025,03/10/2025,Hola Dental,-,Blvd. Cucapah 21808-interior A,Lomas del Matamoros,Tijuana,Baja California,22206,México,-,160.0,0.0,0.0,160.0,0.0,-0.0,160.0,160.0,
087958211825-153885,Hola Dental,1931,20/09/2025,26/09/2025,Hola Dental,-,Blvd. Cucapah 21808-interior A,Lomas del Matamoros,Tijuana,Baja California,22206,México,-,80.0,0.0,0.0,80.0,0.0,-0.0,80.0,80.0,
087958211825-153884,Zenzao Smile Studio,800,20/09/2025,26/09/2025,Zenzao Smile Studio,-,Blvd. Alberto Limón Padilla #19058,Nueva Tijuana,Tijuana,Baja California,22444,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
087958211825-153883,Orion Dental,8832,19/09/2025,26/09/2025,Orion Dental,-,Calle Emiliano Zapata 7727-int 5,Zona Centro,Tijuana,Baja California,22000,México,-,90.0,0.0,0.0,90.0,0.0,-0.0,90.0,90.0,
087958211825-153882,Clinica Dental Tijuana,2112,18/09/2025,26/09/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,150.0,0.0,0.0,150.0,12.0,-0.0,162.0,162.0,
087958211825-153881,Clinica Dental Tijuana,2112,18/09/2025,26/09/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
087958211825-153880,Clinica Dental Tijuana,2112,18/09/2025,26/09/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,37.0,0.0,0.0,37.0,2.96,-0.0,39.96,39.96,
087958211825-153879,Maxilo Dental,6152,18/09/2025,26/09/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,175.0,0.0,0.0,175.0,0.0,-0.0,175.0,175.0,
R-00037,Superdental,1882,18/09/2025,26/09/2025,Superdental,-,Blvd. Agua Caliente 11988-Local 1,Agua Caliente,Tijuana,Baja California,22420,México,-,240.0,0.0,0.0,240.0,0.0,-0.0,240.0,240.0,
R-00036,Superdental,1882,18/09/2025,"",Superdental,-,Blvd. Agua Caliente 11988-Local 1,Agua Caliente,Tijuana,Baja California,22420,México,-,240.0,0.0,0.0,240.0,0.0,-0.0,240.0,240.0,
087958211825-153878,Dental Angel Smile,7399,17/09/2025,26/09/2025,Dental Angel Smile,-,Av Constitución 1284,Zona Centro,Tijuana,Baja California,22000,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
087958211825-153877,Zenzao Smile Studio,800,13/09/2025,19/09/2025,Zenzao Smile Studio,-,Blvd. Alberto Limón Padilla #19058,Nueva Tijuana,Tijuana,Baja California,22444,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
R-00035,Clinica Dental Paleo,6153,13/09/2025,19/09/2025,Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,210.0,0.0,28.57,150.0,0.0,-0.0,150.0,150.0,
087958211825-153876,Clinica Dental Integral,4505,12/09/2025,19/09/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,150.0,0.0,0.0,150.0,12.0,-0.0,162.0,162.0,
087958211825-153875,Clinica Dental Integral,4505,12/09/2025,19/09/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,150.0,0.0,0.0,150.0,12.0,-0.0,162.0,162.0,
087958211825-153874,Dr. Bojorquez,2795,11/09/2025,19/09/2025,Dr. Luis Bojorquez,-,Fray Servando Teresa de Mier 23,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
087958211825-153873,Dr. Bojorquez,2795,11/09/2025,19/09/2025,Dr. Luis Bojorquez,-,Fray Servando Teresa de Mier 23,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
087958211825-153872,Horizon Dental Group,3297,11/09/2025,19/09/2025,Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,255.0,0.0,0.0,255.0,0.0,-0.0,255.0,255.0,
087958211825-153871,MEDICA,2565,11/09/2025,"",MEDICA,-,P.º Ensenada 502,Playas de Tijuana Sección Jardines,Tijuana,Baja California,22500,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,0.0,
087958211825-153870,Clinica Dental Integral,4505,09/09/2025,19/09/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,115.0,0.0,0.0,115.0,0.0,-0.0,115.0,115.0,
087958211825-153869,Clinica Dental Integral,4505,08/09/2025,19/09/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
087958211825-153868,Clinica Dental Integral,4505,08/09/2025,19/09/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
087958211825-153867,Real Dental Tijuana,2543,08/09/2025,19/09/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
087958211825-153866,Clinica Dental Integral,4505,05/09/2025,12/09/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
087958211825-153865,Clinica Dental Integral,4505,05/09/2025,12/09/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
087958211825-153864,Horizon Dental Group,3297,05/09/2025,12/09/2025,Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
087958211825-153863,Horizon Dental Group,3297,05/09/2025,12/09/2025,Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,320.0,0.0,0.0,320.0,0.0,-0.0,320.0,320.0,
087958211825-153862,Clinica Dental Tijuana,2112,04/09/2025,12/09/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,150.0,0.0,0.0,150.0,12.0,-0.0,162.0,162.0,
087958211825-153861,Clinica Dental Tijuana,2112,04/09/2025,12/09/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,150.0,0.0,0.0,150.0,12.0,-0.0,162.0,162.0,
087958211825-153860,Clinica Dental Integral,4505,04/09/2025,12/09/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,150.0,0.0,0.0,150.0,0.0,-0.0,150.0,150.0,
087958211825-153859,Real Dental Tijuana,2543,04/09/2025,12/09/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,90.0,0.0,0.0,90.0,0.0,-0.0,90.0,90.0,
087958211825-153858,Dental Studio,6901,03/09/2025,12/09/2025,Dental Studio,-,Calle Emiliano Zapata 7974-3,Zona Centro,Tijuana,Baja California,22000,México,-,80.0,0.0,0.0,80.0,0.0,-0.0,80.0,80.0,
087958211825-153857,Dental Studio,6901,03/09/2025,12/09/2025,Dental Studio,-,Calle Emiliano Zapata 7974-3,Zona Centro,Tijuana,Baja California,22000,México,-,155.0,0.0,0.0,155.0,0.0,-0.0,155.0,155.0,
087958211825-153856,Clinica Dental Tijuana,2112,02/09/2025,12/09/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,10.0,0.0,0.0,10.0,0.8,-0.0,10.8,10.8,
087958211825-153855,Real Dental Tijuana,2543,01/09/2025,12/09/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,180.0,0.0,0.0,180.0,0.0,-0.0,180.0,180.0,
087958211825-153854,Zenzao Smile Studio,800,30/08/2025,"",Zenzao Smile Studio,-,Blvd. Alberto Limón Padilla #19058,Nueva Tijuana,Tijuana,Baja California,22444,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
087958211825-153853,Horizon Dental Group,3297,30/08/2025,05/09/2025,Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,165.0,0.0,0.0,165.0,0.0,-0.0,165.0,165.0,
087958211825-153852,Horizon Dental Group,3297,30/08/2025,05/09/2025,Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,170.0,0.0,0.0,170.0,0.0,-0.0,170.0,170.0,
087958211825-153851,Maxilo Dental,6152,30/08/2025,05/09/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,160.0,0.0,0.0,160.0,0.0,-0.0,160.0,160.0,
087958211825-153849,Dental Angel Smile,7399,30/08/2025,"",Dental Angel Smile,-,Av Constitución 1284,Zona Centro,Tijuana,Baja California,22000,México,-,170.0,0.0,0.0,170.0,0.0,-0.0,170.0,170.0,
087958211825-153850,Clinica Dental Tijuana,2112,29/08/2025,05/09/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,37.5,0.0,0.0,37.5,3.0,-0.0,40.5,40.5,
087958211825-153848,Clinica Dental Integral,4505,29/08/2025,05/09/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
087958211825-153847,Clinica Dental Integral,4505,28/08/2025,05/09/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,375.0,0.0,0.0,375.0,30.0,-0.0,405.0,405.0,
087958211825-153846,Real Dental Tijuana,2543,28/08/2025,05/09/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
087958211825-153845,Zenzao Smile Studio,800,27/08/2025,05/09/2025,Zenzao Smile Studio,-,Blvd. Alberto Limón Padilla #19058,Nueva Tijuana,Tijuana,Baja California,22444,México,-,150.0,0.0,0.0,150.0,0.0,-0.0,150.0,150.0,
087958211825-153844,Zenzao Smile Studio,800,27/08/2025,05/09/2025,Zenzao Smile Studio,-,Blvd. Alberto Limón Padilla #19058,Nueva Tijuana,Tijuana,Baja California,22444,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
087958211825-153843,Zenzao Smile Studio,800,27/08/2025,05/09/2025,Zenzao Smile Studio,-,Blvd. Alberto Limón Padilla #19058,Nueva Tijuana,Tijuana,Baja California,22444,México,-,375.0,0.0,0.0,375.0,0.0,-0.0,375.0,375.0,
087958211825-153842,Zenzao Smile Studio,800,27/08/2025,05/09/2025,Zenzao Smile Studio,-,Blvd. Alberto Limón Padilla #19058,Nueva Tijuana,Tijuana,Baja California,22444,México,-,465.0,0.0,0.0,465.0,0.0,-0.0,465.0,465.0,
087958211825-153841,Real Dental Tijuana,2543,27/08/2025,05/09/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
087958211825-153840,Dr. Bojorquez,2795,25/08/2025,05/09/2025,Dr. Luis Bojorquez,-,Fray Servando Teresa de Mier 23,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,900.0,0.0,0.0,900.0,0.0,-0.0,900.0,900.0,
087958211825-153839,Real Dental Tijuana,2543,23/08/2025,29/08/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
888157,Real Dental Tijuana,2543,22/08/2025,"",Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,90.0,0.0,100.0,0.0,0.0,-0.0,0.0,0.0,
